Kind,Name,CountLineCode,MaxCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclMethodAll,CountDeclInstanceMethod,MaxInheritanceTree,CountDeclMethod,CountDeclInstanceVariable,PercentLackOfCohesion
File,"FailingAfterClass.java",11,1,,,,,2,,2,0,
File,"FailingAfterSuite.java",12,1,,,,,2,,2,0,
File,"FailingAfterTest.java",15,1,,,,,3,,3,0,
File,"FailingBeforeClass.java",11,1,,,,,2,,2,0,
File,"FailingBeforeGroupMethod.java",8,1,,,,,1,,1,0,
File,"FailingBeforeSuite.java",12,1,,,,,2,,2,0,
File,"FailingBeforeTest.java",16,1,,,,,3,,3,0,
File,"FailingDataProvider.java",14,1,,,,,2,,2,0,
File,"FailingDataProviderTest.java",24,1,,,,,3,,3,0,
File,"FailingIterableDataProvider.java",28,2,,,,,5,,5,1,
File,"FailingIterableDataProviderTest.java",24,2,,,,,1,,1,0,
File,"FailingSampleTest.java",16,1,,,,,2,,2,0,
File,"FailingSuiteFixture.java",15,1,,,,,2,,2,0,
File,"Failure.java",6,1,,,,,1,,1,0,
File,"FailurePolicyTest.java",82,1,,,,,8,,8,0,
File,"FailuresTest.java",52,1,,,,,4,,5,0,
File,"FastTestsFirstInterceptor.java",31,4,,,,,1,,1,0,
File,"FileAssert.java",189,6,,,,,1,,25,0,
File,"First.java",18,1,,,,,2,,3,0,
File,"FirstAndLastTimeTest.java",64,6,,,,,9,,9,0,
File,"FirstSampleTest.java",11,1,,,,,2,,2,0,
File,"Fixturable.java",11,1,,,,,1,,2,0,
File,"FooTest.java",10,1,,,,,3,,3,0,
File,"FutureResultAdapter.java",18,2,,,,,2,,2,1,
File,"GarfTest.java",12,1,,,,,1,,1,0,
File,"GenericMessage.java",36,1,,,,,8,,8,3,
File,"Graph.java",232,8,,,,,29,,30,6,
File,"GraphTest.java",133,6,,,,,6,,6,0,
File,"GraphThreadPoolExecutor.java",107,5,,,,,7,,7,4,
File,"GroupConfiguration.java",13,1,,,,,2,,2,0,
File,"GroupsTest.java",46,1,,,,,5,,5,1,
File,"Guice.java",12,0,,,,,2,,2,0,
File,"GuiceBase.java",5,0,,,,,0,,0,0,
File,"GuiceExampleModule.java",10,1,,,,,1,,1,0,
File,"GuiceInheritanceTest.java",11,1,,,,,1,,1,1,
File,"GuiceModuleFactoryTest.java",13,1,,,,,1,,1,1,
File,"GuiceTest.java",14,1,,,,,1,,1,1,
File,"Helper.java",19,2,,,,,0,,2,0,
File,"HibernateConcreteTests.java",7,1,,,,,1,,1,0,
File,"HookFailureTest.java",20,1,,,,,3,,3,0,
File,"HookListener.java",12,1,,,,,1,,1,0,
File,"HookSuccessTest.java",35,2,,,,,4,,4,0,
File,"HookSuccessWithListenerTest.java",11,1,,,,,1,,1,0,
File,"HookableTest.java",81,1,,,,,7,,7,0,
File,"HtmlHelper.java",23,2,,,,,0,,3,0,
File,"IAfterClass.java",3,0,,,,,0,,0,0,
File,"IAfterGroups.java",3,0,,,,,0,,0,0,
File,"IAfterMethod.java",3,0,,,,,0,,0,0,
File,"IAfterSuite.java",3,0,,,,,0,,0,0,
File,"IAfterTest.java",3,0,,,,,0,,0,0,
File,"IAfterTests.java",3,0,,,,,0,,0,0,
File,"IAnnotation.java",3,0,,,,,0,,0,0,
File,"IAnnotationFinder.java",13,0,,,,,7,,7,0,
File,"IAnnotationTransformer.java",8,0,,,,,1,,1,0,
File,"IAnnotationTransformer.java",3,0,,,,,0,,0,0,
File,"IAnnotationTransformer2.java",12,0,,,,,3,,3,0,
File,"IAtomicInteger.java",6,0,,,,,2,,2,0,
File,"IAttributes.java",9,0,,,,,4,,4,0,
File,"IBaseBeforeAfter.java",10,0,,,,,7,,7,0,
File,"IBeforeClass.java",3,0,,,,,0,,0,0,
File,"IBeforeGroups.java",3,0,,,,,0,,0,0,
File,"IBeforeMethod.java",3,0,,,,,0,,0,0,
File,"IBeforeSuite.java",3,0,,,,,0,,0,0,
